DAY_TYPE,TIME_PER_HOUR,START,END,TOTAL_TRIPS,COUNT,CROWDEDNESS,START_NAME,END_NAME
WEEKDAY,0.0,EW14,EW15,50.0,12.802637966608554,0.0,Raffles Place,Tanjong Pagar
WEEKDAY,0.0,EW14,NS26,21.0,7.395670995670995,0.0,Raffles Place,Raffles Place
WEEKDAY,0.0,EW15,EW14,99.0,57.220868347338936,0.0,Tanjong Pagar,Raffles Place
WEEKDAY,0.0,EW15,EW16,87.0,24.443674381174382,0.0,Tanjong Pagar,Outram Park
WEEKDAY,0.0,EW16,EW15,12.0,7.861904761904762,0.0,Outram Park,Tanjong Pagar
WEEKDAY,0.0,EW16,EW17,49.0,20.1638180447004,0.0,Outram Park,Tiong Bahru
WEEKDAY,0.0,EW16,NE3,20.0,3.889593413122825,0.0,Outram Park,Outram Park
WEEKDAY,0.0,EW16,TE17,36.0,6.608762479350715,0.0,Outram Park,Outram Park
WEEKDAY,0.0,EW17,EW16,11.0,3.70400057458881,0.0,Tiong Bahru,Outram Park
WEEKDAY,0.0,EW17,EW18,79.0,50.1638180447004,0.0,Tiong Bahru,Redhill
WEEKDAY,0.0,EW18,EW17,7.0,1.7040005745888098,0.0,Redhill,Tiong Bahru
WEEKDAY,0.0,EW18,EW19,123.0,94.05270693358929,0.0,Redhill,Queenstown
WEEKDAY,0.0,EW19,EW18,6.0,1.5928894634776989,0.0,Queenstown,Redhill
WEEKDAY,0.0,EW19,EW20,146.0,115.92578385666621,0.0,Queenstown,Commonwealth
WEEKDAY,0.0,EW2,DT32,28.0,2.479524560220145,0.0,Tampines,Tampines
WEEKDAY,0.0,EW2,EW1,432.0,366.0,0.0,Tampines,Pasir Ris
WEEKDAY,0.0,EW2,EW3,63.0,6.23613772994578,0.0,Tampines,Simei
WEEKDAY,0.0,EW20,EW19,4.0,1.465966386554622,0.0,Commonwealth,Queenstown
WEEKDAY,0.0,EW20,EW21,169.0,137.43838889868303,0.0,Commonwealth,Buona Vista
WEEKDAY,0.0,EW21,CC22,58.0,13.976299272622802,0.0,Buona Vista,Buona Vista
WEEKDAY,0.0,EW21,EW20,2.0,0.9785714285714286,0.0,Buona Vista,Commonwealth
WEEKDAY,0.0,EW21,EW22,374.0,274.03897507721035,0.0,Buona Vista,Dover
WEEKDAY,0.0,EW22,EW21,54.0,11.230299847211612,0.0,Dover,Buona Vista
WEEKDAY,0.0,EW22,EW23,380.0,279.6355659863013,0.0,Dover,Clementi
WEEKDAY,0.0,EW23,EW22,48.0,9.826890756302522,0.0,Clementi,Dover
WEEKDAY,0.0,EW23,EW24,479.0,379.209795678178,0.0,Clementi,Jurong East
WEEKDAY,0.0,EW24,EW23,35.0,6.401120448179272,0.0,Jurong East,Clementi
WEEKDAY,0.0,EW24,EW25,508.0,505.0,0.0,Jurong East,Chinese Garden
WEEKDAY,0.0,EW24,NS1,222.0,158.33766682663742,0.0,Jurong East,Jurong East
WEEKDAY,0.0,EW25,EW24,2.0,1.0,0.0,Chinese Garden,Jurong East
WEEKDAY,0.0,EW25,EW26,496.0,493.0,0.0,Chinese Garden,Lakeside
WEEKDAY,0.0,EW26,EW25,2.0,1.0,0.0,Lakeside,Chinese Garden
WEEKDAY,0.0,EW26,EW27,339.0,337.0,0.0,Lakeside,Boon Lay
WEEKDAY,0.0,EW27,EW28,193.0,192.0,0.0,Boon Lay,Pioneer
WEEKDAY,0.0,EW28,EW29,49.0,48.0,0.0,Pioneer,Joo Koon
WEEKDAY,0.0,EW29,EW30,43.0,42.0,0.0,Joo Koon,Gul Circle
WEEKDAY,0.0,EW3,EW2,482.0,369.4580216668094,0.0,Simei,Tampines
WEEKDAY,0.0,EW3,EW4,59.0,5.7746531361082445,0.0,Simei,Tanah Merah
WEEKDAY,0.0,EW30,EW31,41.0,40.0,0.0,Gul Circle,Tuas Crescent
WEEKDAY,0.0,EW31,EW32,37.0,36.0,0.0,Tuas Crescent,Tuas West Road
